param_index,param_name,unit,norm_value,readback,display
16,"Lowpass","",0.968750,0.960000,""
16,"Lowpass","",1.000000,1.000000,""
17,"'Q'","",0.000000,0.000000,""
17,"'Q'","",0.031250,0.030000,""
17,"'Q'","",0.062500,0.060000,""
17,"'Q'","",0.093750,0.090000,""
17,"'Q'","",0.125000,0.120000,""
17,"'Q'","",0.156250,0.150000,""
17,"'Q'","",0.187500,0.180000,""
17,"'Q'","",0.218750,0.210000,""
17,"'Q'","",0.250000,0.250000,""
17,"'Q'","",0.281250,0.280000,""
17,"'Q'","",0.312500,0.310000,""
17,"'Q'","",0.343750,0.340000,""
17,"'Q'","",0.375000,0.370000,""
17,"'Q'","",0.406250,0.400000,""
17,"'Q'","",0.437500,0.430000,""
17,"'Q'","",0.468750,0.460000,""
17,"'Q'","",0.500000,0.500000,""
17,"'Q'","",0.531250,0.530000,""
17,"'Q'","",0.562500,0.560000,""
17,"'Q'","",0.593750,0.590000,""
17,"'Q'","",0.625000,0.620000,""
17,"'Q'","",0.656250,0.650000,""
17,"'Q'","",0.687500,0.680000,""
17,"'Q'","",0.718750,0.710000,""
17,"'Q'","",0.750000,0.750000,""
17,"'Q'","",0.781250,0.780000,""
17,"'Q'","",0.812500,0.810000,""
17,"'Q'","",0.843750,0.840000,""
17,"'Q'","",0.875000,0.870000,""
17,"'Q'","",0.906250,0.900000,""
17,"'Q'","",0.937500,0.930000,""
17,"'Q'","",0.968750,0.960000,""
17,"'Q'","",1.000000,1.000000,""
18,"Overdrive","",0.000000,0.000000,""
18,"Overdrive","",0.031250,0.030000,""
18,"Overdrive","",0.062500,0.060000,""
18,"Overdrive","",0.093750,0.090000,""
18,"Overdrive","",0.125000,0.120000,""
18,"Overdrive","",0.156250,0.150000,""
18,"Overdrive","",0.187500,0.180000,""
18,"Overdrive","",0.218750,0.210000,""
18,"Overdrive","",0.250000,0.250000,""
18,"Overdrive","",0.281250,0.280000,""
18,"Overdrive","",0.312500,0.310000,""
18,"Overdrive","",0.343750,0.340000,""
18,"Overdrive","",0.375000,0.370000,""
18,"Overdrive","",0.406250,0.400000,""
18,"Overdrive","",0.437500,0.430000,""
18,"Overdrive","",0.468750,0.460000,""
18,"Overdrive","",0.500000,0.500000,""
18,"Overdrive","",0.531250,0.530000,""
18,"Overdrive","",0.562500,0.560000,""
18,"Overdrive","",0.593750,0.590000,""
18,"Overdrive","",0.625000,0.620000,""
18,"Overdrive","",0.656250,0.650000,""
18,"Overdrive","",0.687500,0.680000,""
18,"Overdrive","",0.718750,0.710000,""
18,"Overdrive","",0.750000,0.750000,""
18,"Overdrive","",0.781250,0.780000,""
18,"Overdrive","",0.812500,0.810000,""
18,"Overdrive","",0.843750,0.840000,""
18,"Overdrive","",0.875000,0.870000,""
18,"Overdrive","",0.906250,0.900000,""
18,"Overdrive","",0.937500,0.930000,""
18,"Overdrive","",0.968750,0.960000,""
18,"Overdrive","",1.000000,1.000000,""
19,"Oscillators","",0.000000,0.000000,"1"
19,"Oscillators","",0.031250,0.015873,"2"
19,"Oscillators","",0.062500,0.047619,"4"
19,"Oscillators","",0.093750,0.079365,"6"
19,"Oscillators","",0.125000,0.111111,"8"
19,"Oscillators","",0.156250,0.142857,"10"
19,"Oscillators","",0.187500,0.174603,"12"
19,"Oscillators","",0.218750,0.206349,"14"
19,"Oscillators","",0.250000,0.238095,"16"
19,"Oscillators","",0.281250,0.269841,"18"
19,"Oscillators","",0.312500,0.301587,"20"
19,"Oscillators","",0.343750,0.333333,"22"
19,"Oscillators","",0.375000,0.365079,"24"
19,"Oscillators","",0.406250,0.396825,"26"
19,"Oscillators","",0.437500,0.428571,"28"
19,"Oscillators","",0.468750,0.460317,"30"
19,"Oscillators","",0.500000,0.492064,"32"
19,"Oscillators","",0.531250,0.523810,"34"
19,"Oscillators","",0.562500,0.555556,"36"
19,"Oscillators","",0.593750,0.587302,"38"
19,"Oscillators","",0.625000,0.619048,"40"
19,"Oscillators","",0.656250,0.650794,"42"
19,"Oscillators","",0.687500,0.682540,"44"
19,"Oscillators","",0.718750,0.714286,"46"
19,"Oscillators","",0.750000,0.746032,"48"
19,"Oscillators","",0.781250,0.777778,"50"
19,"Oscillators","",0.812500,0.809524,"52"
19,"Oscillators","",0.843750,0.841270,"54"
19,"Oscillators","",0.875000,0.873016,"56"
19,"Oscillators","",0.906250,0.904762,"58"
19,"Oscillators","",0.937500,0.936508,"60"
19,"Oscillators","",0.968750,0.968254,"62"
19,"Oscillators","",1.000000,1.000000,"64"
20,"Portamento"," msec",0.000000,0.000000,"1"
20,"Portamento"," msec",0.031250,0.031031,"32"
20,"Portamento"," msec",0.062500,0.062062,"63"
20,"Portamento"," msec",0.093750,0.093093,"94"
20,"Portamento"," msec",0.125000,0.124124,"125"
20,"Portamento"," msec",0.156250,0.156156,"157"
20,"Portamento"," msec",0.187500,0.187187,"188"
20,"Portamento"," msec",0.218750,0.218218,"219"
20,"Portamento"," msec",0.250000,0.249249,"250"
20,"Portamento"," msec",0.281250,0.280280,"281"
20,"Portamento"," msec",0.312500,0.312312,"313"
20,"Portamento"," msec",0.343750,0.343343,"344"
20,"Portamento"," msec",0.375000,0.374374,"375"
20,"Portamento"," msec",0.406250,0.405405,"406"
20,"Portamento"," msec",0.437500,0.437437,"438"
20,"Portamento"," msec",0.468750,0.468468,"469"
20,"Portamento"," msec",0.500000,0.499499,"500"
20,"Portamento"," msec",0.531250,0.530531,"531"
20,"Portamento"," msec",0.562500,0.561562,"562"
20,"Portamento"," msec",0.593750,0.593594,"594"
20,"Portamento"," msec",0.625000,0.624625,"625"
20,"Portamento"," msec",0.656250,0.655656,"656"
20,"Portamento"," msec",0.687500,0.686687,"687"
20,"Portamento"," msec",0.718750,0.718719,"719"
20,"Portamento"," msec",0.750000,0.749750,"750"
20,"Portamento"," msec",0.781250,0.780781,"781"
20,"Portamento"," msec",0.812500,0.811812,"812"
20,"Portamento"," msec",0.843750,0.842843,"843"
20,"Portamento"," msec",0.875000,0.874875,"875"
20,"Portamento"," msec",0.906250,0.905906,"906"
20,"Portamento"," msec",0.937500,0.936937,"937"
20,"Portamento"," msec",0.968750,0.967968,"968"
20,"Portamento"," msec",1.000000,1.000000,"1000"
21,"Seed","",0.000000,0.000000,"0"
21,"Seed","",0.031250,0.031250,"4194304"
21,"Seed","",0.062500,0.062500,"8388608"
21,"Seed","",0.093750,0.093750,"12582912"
21,"Seed","",0.125000,0.125000,"16777216"
21,"Seed","",0.156250,0.156250,"20971520"
21,"Seed","",0.187500,0.187500,"25165824"
21,"Seed","",0.218750,0.218750,"29360128"
21,"Seed","",0.250000,0.250000,"33554432"
21,"Seed","",0.281250,0.281250,"37748736"
21,"Seed","",0.312500,0.312500,"41943040"
21,"Seed","",0.343750,0.343750,"46137344"
21,"Seed","",0.375000,0.375000,"50331648"
21,"Seed","",0.406250,0.406250,"54525952"
21,"Seed","",0.437500,0.437500,"58720256"
21,"Seed","",0.468750,0.468750,"62914560"
21,"Seed","",0.500000,0.500000,"67108864"
21,"Seed","",0.531250,0.531250,"71303168"
21,"Seed","",0.562500,0.562500,"75497472"
21,"Seed","",0.593750,0.593750,"79691776"
21,"Seed","",0.625000,0.625000,"83886080"
21,"Seed","",0.656250,0.656250,"88080384"
21,"Seed","",0.687500,0.687500,"92274688"
21,"Seed","",0.718750,0.718750,"96468992"
21,"Seed","",0.750000,0.750000,"100663296"
21,"Seed","",0.781250,0.781250,"104857600"
21,"Seed","",0.812500,0.812500,"109051904"
21,"Seed","",0.843750,0.843750,"113246208"
21,"Seed","",0.875000,0.875000,"117440512"
21,"Seed","",0.906250,0.906250,"121634816"
21,"Seed","",0.937500,0.937500,"125829120"
21,"Seed","",0.968750,0.968750,"130023424"
21,"Seed","",1.000000,1.000000,"134217728"
22,"Vl Atk Tm"," msec",0.000000,0.000000,"0.1"
22,"Vl Atk Tm"," msec",0.031250,0.031250,"9.87"
22,"Vl Atk Tm"," msec",0.062500,0.062500,"39.16"
22,"Vl Atk Tm"," msec",0.093750,0.093750,"87.99"
22,"Vl Atk Tm"," msec",0.125000,0.125000,"156.35"
22,"Vl Atk Tm"," msec",0.156250,0.156250,"244.24"
22,"Vl Atk Tm"," msec",0.187500,0.187500,"351.66"
22,"Vl Atk Tm"," msec",0.218750,0.218750,"478.61"
22,"Vl Atk Tm"," msec",0.250000,0.250000,"625.09"
22,"Vl Atk Tm"," msec",0.281250,0.281250,"791.1"
22,"Vl Atk Tm"," msec",0.312500,0.312500,"976.64"
22,"Vl Atk Tm"," msec",0.343750,0.343750,"1181.72"
22,"Vl Atk Tm"," msec",0.375000,0.375000,"1406.32"
22,"Vl Atk Tm"," msec",0.406250,0.406250,"1650.46"
22,"Vl Atk Tm"," msec",0.437500,0.437500,"1914.12"
22,"Vl Atk Tm"," msec",0.468750,0.468750,"2197.32"
22,"Vl Atk Tm"," msec",0.500000,0.500000,"2500.05"
22,"Vl Atk Tm"," msec",0.531250,0.531250,"2822.31"
22,"Vl Atk Tm"," msec",0.562500,0.562500,"3164.1"
22,"Vl Atk Tm"," msec",0.593750,0.593750,"3525.42"
22,"Vl Atk Tm"," msec",0.625000,0.625000,"3906.27"
22,"Vl Atk Tm"," msec",0.656250,0.656250,"4306.65"
22,"Vl Atk Tm"," msec",0.687500,0.687500,"4726.57"
22,"Vl Atk Tm"," msec",0.718750,0.718750,"5166.01"
22,"Vl Atk Tm"," msec",0.750000,0.750000,"5624.99"
22,"Vl Atk Tm"," msec",0.781250,0.781250,"6103.49"
22,"Vl Atk Tm"," msec",0.812500,0.812500,"6601.53"
22,"Vl Atk Tm"," msec",0.843750,0.843750,"7119.1"
22,"Vl Atk Tm"," msec",0.875000,0.875000,"7656.2"
22,"Vl Atk Tm"," msec",0.906250,0.906250,"8212.83"
22,"Vl Atk Tm"," msec",0.937500,0.937500,"8788.99"
22,"Vl Atk Tm"," msec",0.968750,0.968750,"9384.68"
22,"Vl Atk Tm"," msec",1.000000,1.000000,"9999.9"
23,"Vl Atk Lv"," %",0.000000,0.000000,"0"
23,"Vl Atk Lv"," %",0.031250,0.031250,"3"
23,"Vl Atk Lv"," %",0.062500,0.062500,"6"
23,"Vl Atk Lv"," %",0.093750,0.093750,"9"
23,"Vl Atk Lv"," %",0.125000,0.125000,"12"
23,"Vl Atk Lv"," %",0.156250,0.156250,"15"
23,"Vl Atk Lv"," %",0.187500,0.187500,"18"
23,"Vl Atk Lv"," %",0.218750,0.218750,"21"
23,"Vl Atk Lv"," %",0.250000,0.250000,"25"
23,"Vl Atk Lv"," %",0.281250,0.281250,"28"
23,"Vl Atk Lv"," %",0.312500,0.312500,"31"
23,"Vl Atk Lv"," %",0.343750,0.343750,"34"
23,"Vl Atk Lv"," %",0.375000,0.375000,"37"
23,"Vl Atk Lv"," %",0.406250,0.406250,"40"
23,"Vl Atk Lv"," %",0.437500,0.437500,"43"
23,"Vl Atk Lv"," %",0.468750,0.468750,"46"
23,"Vl Atk Lv"," %",0.500000,0.500000,"50"
23,"Vl Atk Lv"," %",0.531250,0.531250,"53"
23,"Vl Atk Lv"," %",0.562500,0.562500,"56"
23,"Vl Atk Lv"," %",0.593750,0.593750,"59"
23,"Vl Atk Lv"," %",0.625000,0.625000,"62"
23,"Vl Atk Lv"," %",0.656250,0.656250,"65"
23,"Vl Atk Lv"," %",0.687500,0.687500,"68"
23,"Vl Atk Lv"," %",0.718750,0.718750,"71"
23,"Vl Atk Lv"," %",0.750000,0.750000,"75"
23,"Vl Atk Lv"," %",0.781250,0.781250,"78"
23,"Vl Atk Lv"," %",0.812500,0.812500,"81"
23,"Vl Atk Lv"," %",0.843750,0.843750,"84"
23,"Vl Atk Lv"," %",0.875000,0.875000,"87"
23,"Vl Atk Lv"," %",0.906250,0.906250,"90"
23,"Vl Atk Lv"," %",0.937500,0.937500,"93"
23,"Vl Atk Lv"," %",0.968750,0.968750,"96"
23,"Vl Atk Lv"," %",1.000000,1.000000,"100"
24,"Vl Dec Tm"," msec",0.000000,0.000000,"0.1"
24,"Vl Dec Tm"," msec",0.031250,0.031250,"9.87"
24,"Vl Dec Tm"," msec",0.062500,0.062500,"39.16"
24,"Vl Dec Tm"," msec",0.093750,0.093750,"87.99"
24,"Vl Dec Tm"," msec",0.125000,0.125000,"156.35"
24,"Vl Dec Tm"," msec",0.156250,0.156250,"244.24"
24,"Vl Dec Tm"," msec",0.187500,0.187500,"351.66"
24,"Vl Dec Tm"," msec",0.218750,0.218750,"478.61"
24,"Vl Dec Tm"," msec",0.250000,0.250000,"625.09"
24,"Vl Dec Tm"," msec",0.281250,0.281250,"791.1"
24,"Vl Dec Tm"," msec",0.312500,0.312500,"976.64"
24,"Vl Dec Tm"," msec",0.343750,0.343750,"1181.72"
24,"Vl Dec Tm"," msec",0.375000,0.375000,"1406.32"
24,"Vl Dec Tm"," msec",0.406250,0.406250,"1650.46"
24,"Vl Dec Tm"," msec",0.437500,0.437500,"1914.12"
24,"Vl Dec Tm"," msec",0.468750,0.468750,"2197.32"
24,"Vl Dec Tm"," msec",0.500000,0.500000,"2500.05"
24,"Vl Dec Tm"," msec",0.531250,0.531250,"2822.31"
24,"Vl Dec Tm"," msec",0.562500,0.562500,"3164.1"
24,"Vl Dec Tm"," msec",0.593750,0.593750,"3525.42"
24,"Vl Dec Tm"," msec",0.625000,0.625000,"3906.27"
24,"Vl Dec Tm"," msec",0.656250,0.656250,"4306.65"
24,"Vl Dec Tm"," msec",0.687500,0.687500,"4726.57"
24,"Vl Dec Tm"," msec",0.718750,0.718750,"5166.01"
24,"Vl Dec Tm"," msec",0.750000,0.750000,"5624.99"
24,"Vl Dec Tm"," msec",0.781250,0.781250,"6103.49"
24,"Vl Dec Tm"," msec",0.812500,0.812500,"6601.53"
24,"Vl Dec Tm"," msec",0.843750,0.843750,"7119.1"
24,"Vl Dec Tm"," msec",0.875000,0.875000,"7656.2"
24,"Vl Dec Tm"," msec",0.906250,0.906250,"8212.83"
24,"Vl Dec Tm"," msec",0.937500,0.937500,"8788.99"
24,"Vl Dec Tm"," msec",0.968750,0.968750,"9384.68"
24,"Vl Dec Tm"," msec",1.000000,1.000000,"9999.9"
25,"Vl Dec Lv"," %",0.000000,0.000000,"0"
25,"Vl Dec Lv"," %",0.031250,0.031250,"3"
25,"Vl Dec Lv"," %",0.062500,0.062500,"6"
25,"Vl Dec Lv"," %",0.093750,0.093750,"9"
25,"Vl Dec Lv"," %",0.125000,0.125000,"12"
25,"Vl Dec Lv"," %",0.156250,0.156250,"15"
25,"Vl Dec Lv"," %",0.187500,0.187500,"18"
25,"Vl Dec Lv"," %",0.218750,0.218750,"21"
25,"Vl Dec Lv"," %",0.250000,0.250000,"25"
25,"Vl Dec Lv"," %",0.281250,0.281250,"28"
25,"Vl Dec Lv"," %",0.312500,0.312500,"31"
25,"Vl Dec Lv"," %",0.343750,0.343750,"34"
25,"Vl Dec Lv"," %",0.375000,0.375000,"37"
25,"Vl Dec Lv"," %",0.406250,0.406250,"40"
25,"Vl Dec Lv"," %",0.437500,0.437500,"43"
25,"Vl Dec Lv"," %",0.468750,0.468750,"46"
25,"Vl Dec Lv"," %",0.500000,0.500000,"50"
25,"Vl Dec Lv"," %",0.531250,0.531250,"53"
25,"Vl Dec Lv"," %",0.562500,0.562500,"56"
25,"Vl Dec Lv"," %",0.593750,0.593750,"59"
25,"Vl Dec Lv"," %",0.625000,0.625000,"62"
25,"Vl Dec Lv"," %",0.656250,0.656250,"65"
25,"Vl Dec Lv"," %",0.687500,0.687500,"68"
25,"Vl Dec Lv"," %",0.718750,0.718750,"71"
25,"Vl Dec Lv"," %",0.750000,0.750000,"75"
25,"Vl Dec Lv"," %",0.781250,0.781250,"78"
25,"Vl Dec Lv"," %",0.812500,0.812500,"81"
25,"Vl Dec Lv"," %",0.843750,0.843750,"84"
25,"Vl Dec Lv"," %",0.875000,0.875000,"87"
25,"Vl Dec Lv"," %",0.906250,0.906250,"90"
25,"Vl Dec Lv"," %",0.937500,0.937500,"93"
25,"Vl Dec Lv"," %",0.968750,0.968750,"96"
25,"Vl Dec Lv"," %",1.000000,1.000000,"100"
26,"Vl Rel Tm"," msec",0.000000,0.000000,"0.1"
26,"Vl Rel Tm"," msec",0.031250,0.031250,"9.87"
26,"Vl Rel Tm"," msec",0.062500,0.062500,"39.16"
26,"Vl Rel Tm"," msec",0.093750,0.093750,"87.99"
26,"Vl Rel Tm"," msec",0.125000,0.125000,"156.35"
26,"Vl Rel Tm"," msec",0.156250,0.156250,"244.24"
26,"Vl Rel Tm"," msec",0.187500,0.187500,"351.66"
26,"Vl Rel Tm"," msec",0.218750,0.218750,"478.61"
26,"Vl Rel Tm"," msec",0.250000,0.250000,"625.09"
26,"Vl Rel Tm"," msec",0.281250,0.281250,"791.1"
26,"Vl Rel Tm"," msec",0.312500,0.312500,"976.64"
26,"Vl Rel Tm"," msec",0.343750,0.343750,"1181.72"
26,"Vl Rel Tm"," msec",0.375000,0.375000,"1406.32"
26,"Vl Rel Tm"," msec",0.406250,0.406250,"1650.46"
26,"Vl Rel Tm"," msec",0.437500,0.437500,"1914.12"
26,"Vl Rel Tm"," msec",0.468750,0.468750,"2197.32"
26,"Vl Rel Tm"," msec",0.500000,0.500000,"2500.05"
26,"Vl Rel Tm"," msec",0.531250,0.531250,"2822.31"
26,"Vl Rel Tm"," msec",0.562500,0.562500,"3164.1"
26,"Vl Rel Tm"," msec",0.593750,0.593750,"3525.42"
26,"Vl Rel Tm"," msec",0.625000,0.625000,"3906.27"
26,"Vl Rel Tm"," msec",0.656250,0.656250,"4306.65"
26,"Vl Rel Tm"," msec",0.687500,0.687500,"4726.57"
26,"Vl Rel Tm"," msec",0.718750,0.718750,"5166.01"
26,"Vl Rel Tm"," msec",0.750000,0.750000,"5624.99"
26,"Vl Rel Tm"," msec",0.781250,0.781250,"6103.49"
26,"Vl Rel Tm"," msec",0.812500,0.812500,"6601.53"
26,"Vl Rel Tm"," msec",0.843750,0.843750,"7119.1"
26,"Vl Rel Tm"," msec",0.875000,0.875000,"7656.2"
26,"Vl Rel Tm"," msec",0.906250,0.906250,"8212.83"
26,"Vl Rel Tm"," msec",0.937500,0.937500,"8788.99"
26,"Vl Rel Tm"," msec",0.968750,0.968750,"9384.68"
26,"Vl Rel Tm"," msec",1.000000,1.000000,"9999.9"
27,"Pt Env Rg"," s/tone",0.000000,0.000000,"0"
27,"Pt Env Rg"," s/tone",0.031250,0.000000,"0"
27,"Pt Env Rg"," s/tone",0.062500,0.041667,"1"
27,"Pt Env Rg"," s/tone",0.093750,0.083333,"2"
27,"Pt Env Rg"," s/tone",0.125000,0.125000,"3"
27,"Pt Env Rg"," s/tone",0.156250,0.125000,"3"
27,"Pt Env Rg"," s/tone",0.187500,0.166667,"4"
27,"Pt Env Rg"," s/tone",0.218750,0.208333,"5"
27,"Pt Env Rg"," s/tone",0.250000,0.250000,"6"
27,"Pt Env Rg"," s/tone",0.281250,0.250000,"6"
27,"Pt Env Rg"," s/tone",0.312500,0.291667,"7"
27,"Pt Env Rg"," s/tone",0.343750,0.333333,"8"
27,"Pt Env Rg"," s/tone",0.375000,0.375000,"9"
27,"Pt Env Rg"," s/tone",0.406250,0.375000,"9"
27,"Pt Env Rg"," s/tone",0.437500,0.416667,"10"
27,"Pt Env Rg"," s/tone",0.468750,0.458333,"11"
27,"Pt Env Rg"," s/tone",0.500000,0.500000,"12"
27,"Pt Env Rg"," s/tone",0.531250,0.500000,"12"
27,"Pt Env Rg"," s/tone",0.562500,0.541667,"13"
27,"Pt Env Rg"," s/tone",0.593750,0.583333,"14"
27,"Pt Env Rg"," s/tone",0.625000,0.625000,"15"
27,"Pt Env Rg"," s/tone",0.656250,0.625000,"15"
27,"Pt Env Rg"," s/tone",0.687500,0.666667,"16"
27,"Pt Env Rg"," s/tone",0.718750,0.708333,"17"
27,"Pt Env Rg"," s/tone",0.750000,0.750000,"18"
27,"Pt Env Rg"," s/tone",0.781250,0.750000,"18"
27,"Pt Env Rg"," s/tone",0.812500,0.791667,"19"
27,"Pt Env Rg"," s/tone",0.843750,0.833333,"20"
27,"Pt Env Rg"," s/tone",0.875000,0.875000,"21"
27,"Pt Env Rg"," s/tone",0.906250,0.875000,"21"
27,"Pt Env Rg"," s/tone",0.937500,0.916667,"22"
27,"Pt Env Rg"," s/tone",0.968750,0.958333,"23"
27,"Pt Env Rg"," s/tone",1.000000,1.000000,"24"
28,"Pt Ini Lv"," %",0.000000,0.000000,"0"
28,"Pt Ini Lv"," %",0.031250,0.031250,"3"
28,"Pt Ini Lv"," %",0.062500,0.062500,"6"
28,"Pt Ini Lv"," %",0.093750,0.093750,"9"
28,"Pt Ini Lv"," %",0.125000,0.125000,"12"
28,"Pt Ini Lv"," %",0.156250,0.156250,"15"
28,"Pt Ini Lv"," %",0.187500,0.187500,"18"
28,"Pt Ini Lv"," %",0.218750,0.218750,"21"
28,"Pt Ini Lv"," %",0.250000,0.250000,"25"
28,"Pt Ini Lv"," %",0.281250,0.281250,"28"
28,"Pt Ini Lv"," %",0.312500,0.312500,"31"
28,"Pt Ini Lv"," %",0.343750,0.343750,"34"
28,"Pt Ini Lv"," %",0.375000,0.375000,"37"
28,"Pt Ini Lv"," %",0.406250,0.406250,"40"
28,"Pt Ini Lv"," %",0.437500,0.437500,"43"
28,"Pt Ini Lv"," %",0.468750,0.468750,"46"
28,"Pt Ini Lv"," %",0.500000,0.500000,"50"
28,"Pt Ini Lv"," %",0.531250,0.531250,"53"
28,"Pt Ini Lv"," %",0.562500,0.562500,"56"
28,"Pt Ini Lv"," %",0.593750,0.593750,"59"
28,"Pt Ini Lv"," %",0.625000,0.625000,"62"
28,"Pt Ini Lv"," %",0.656250,0.656250,"65"
28,"Pt Ini Lv"," %",0.687500,0.687500,"68"
28,"Pt Ini Lv"," %",0.718750,0.718750,"71"
28,"Pt Ini Lv"," %",0.750000,0.750000,"75"
28,"Pt Ini Lv"," %",0.781250,0.781250,"78"
28,"Pt Ini Lv"," %",0.812500,0.812500,"81"
28,"Pt Ini Lv"," %",0.843750,0.843750,"84"
28,"Pt Ini Lv"," %",0.875000,0.875000,"87"
28,"Pt Ini Lv"," %",0.906250,0.906250,"90"
28,"Pt Ini Lv"," %",0.937500,0.937500,"93"
28,"Pt Ini Lv"," %",0.968750,0.968750,"96"
28,"Pt Ini Lv"," %",1.000000,1.000000,"100"
29,"Pt Atk Tm"," msec",0.000000,0.000000,"0.1"
29,"Pt Atk Tm"," msec",0.031250,0.031250,"9.87"
29,"Pt Atk Tm"," msec",0.062500,0.062500,"39.16"
29,"Pt Atk Tm"," msec",0.093750,0.093750,"87.99"
29,"Pt Atk Tm"," msec",0.125000,0.125000,"156.35"
29,"Pt Atk Tm"," msec",0.156250,0.156250,"244.24"
29,"Pt Atk Tm"," msec",0.187500,0.187500,"351.66"
29,"Pt Atk Tm"," msec",0.218750,0.218750,"478.61"
29,"Pt Atk Tm"," msec",0.250000,0.250000,"625.09"
29,"Pt Atk Tm"," msec",0.281250,0.281250,"791.1"
29,"Pt Atk Tm"," msec",0.312500,0.312500,"976.64"
29,"Pt Atk Tm"," msec",0.343750,0.343750,"1181.72"
29,"Pt Atk Tm"," msec",0.375000,0.375000,"1406.32"
29,"Pt Atk Tm"," msec",0.406250,0.406250,"1650.46"
29,"Pt Atk Tm"," msec",0.437500,0.437500,"1914.12"
29,"Pt Atk Tm"," msec",0.468750,0.468750,"2197.32"
29,"Pt Atk Tm"," msec",0.500000,0.500000,"2500.05"
29,"Pt Atk Tm"," msec",0.531250,0.531250,"2822.31"
29,"Pt Atk Tm"," msec",0.562500,0.562500,"3164.1"
29,"Pt Atk Tm"," msec",0.593750,0.593750,"3525.42"
29,"Pt Atk Tm"," msec",0.625000,0.625000,"3906.27"
29,"Pt Atk Tm"," msec",0.656250,0.656250,"4306.65"
29,"Pt Atk Tm"," msec",0.687500,0.687500,"4726.57"
29,"Pt Atk Tm"," msec",0.718750,0.718750,"5166.01"
29,"Pt Atk Tm"," msec",0.750000,0.750000,"5624.99"
29,"Pt Atk Tm"," msec",0.781250,0.781250,"6103.49"
29,"Pt Atk Tm"," msec",0.812500,0.812500,"6601.53"
29,"Pt Atk Tm"," msec",0.843750,0.843750,"7119.1"
29,"Pt Atk Tm"," msec",0.875000,0.875000,"7656.2"
29,"Pt Atk Tm"," msec",0.906250,0.906250,"8212.83"
29,"Pt Atk Tm"," msec",0.937500,0.937500,"8788.99"
29,"Pt Atk Tm"," msec",0.968750,0.968750,"9384.68"
29,"Pt Atk Tm"," msec",1.000000,1.000000,"9999.9"
30,"Pt Atk Lv"," %",0.000000,0.000000,"0"
30,"Pt Atk Lv"," %",0.031250,0.031250,"3"
30,"Pt Atk Lv"," %",0.062500,0.062500,"6"
30,"Pt Atk Lv"," %",0.093750,0.093750,"9"
30,"Pt Atk Lv"," %",0.125000,0.125000,"12"
30,"Pt Atk Lv"," %",0.156250,0.156250,"15"
30,"Pt Atk Lv"," %",0.187500,0.187500,"18"
30,"Pt Atk Lv"," %",0.218750,0.218750,"21"
30,"Pt Atk Lv"," %",0.250000,0.250000,"25"
30,"Pt Atk Lv"," %",0.281250,0.281250,"28"
30,"Pt Atk Lv"," %",0.312500,0.312500,"31"
30,"Pt Atk Lv"," %",0.343750,0.343750,"34"
30,"Pt Atk Lv"," %",0.375000,0.375000,"37"
30,"Pt Atk Lv"," %",0.406250,0.406250,"40"
30,"Pt Atk Lv"," %",0.437500,0.437500,"43"
30,"Pt Atk Lv"," %",0.468750,0.468750,"46"
30,"Pt Atk Lv"," %",0.500000,0.500000,"50"
30,"Pt Atk Lv"," %",0.531250,0.531250,"53"
30,"Pt Atk Lv"," %",0.562500,0.562500,"56"
30,"Pt Atk Lv"," %",0.593750,0.593750,"59"
30,"Pt Atk Lv"," %",0.625000,0.625000,"62"
30,"Pt Atk Lv"," %",0.656250,0.656250,"65"
30,"Pt Atk Lv"," %",0.687500,0.687500,"68"
30,"Pt Atk Lv"," %",0.718750,0.718750,"71"
30,"Pt Atk Lv"," %",0.750000,0.750000,"75"
30,"Pt Atk Lv"," %",0.781250,0.781250,"78"
30,"Pt Atk Lv"," %",0.812500,0.812500,"81"
30,"Pt Atk Lv"," %",0.843750,0.843750,"84"
30,"Pt Atk Lv"," %",0.875000,0.875000,"87"
30,"Pt Atk Lv"," %",0.906250,0.906250,"90"
30,"Pt Atk Lv"," %",0.937500,0.937500,"93"
30,"Pt Atk Lv"," %",0.968750,0.968750,"96"
30,"Pt Atk Lv"," %",1.000000,1.000000,"100"
31,"Pt Dec Tm"," msec",0.000000,0.000000,"0.1"
31,"Pt Dec Tm"," msec",0.031250,0.031250,"9.87"
31,"Pt Dec Tm"," msec",0.062500,0.062500,"39.16"
31,"Pt Dec Tm"," msec",0.093750,0.093750,"87.99"
31,"Pt Dec Tm"," msec",0.125000,0.125000,"156.35"
31,"Pt Dec Tm"," msec",0.156250,0.156250,"244.24"
31,"Pt Dec Tm"," msec",0.187500,0.187500,"351.66"
31,"Pt Dec Tm"," msec",0.218750,0.218750,"478.61"
31,"Pt Dec Tm"," msec",0.250000,0.250000,"625.09"
31,"Pt Dec Tm"," msec",0.281250,0.281250,"791.1"
31,"Pt Dec Tm"," msec",0.312500,0.312500,"976.64"
31,"Pt Dec Tm"," msec",0.343750,0.343750,"1181.72"
31,"Pt Dec Tm"," msec",0.375000,0.375000,"1406.32"
31,"Pt Dec Tm"," msec",0.406250,0.406250,"1650.46"
31,"Pt Dec Tm"," msec",0.437500,0.437500,"1914.12"
31,"Pt Dec Tm"," msec",0.468750,0.468750,"2197.32"
31,"Pt Dec Tm"," msec",0.500000,0.500000,"2500.05"
31,"Pt Dec Tm"," msec",0.531250,0.531250,"2822.31"
